clicks_per_minute,avg_time_between_clicks_sec,unique_pages_visited,sensitive_pages_accessed,session_duration_min,data_downloaded_mb,label
5.6522259123556005,7.0315695467213,4,0,16.201465567056488,4.349403566743551,0
8.409605993248212,6.937477171691508,4,0,20.047190511605656,2.763741564262562,0
13.950900957308058,5.546221233590575,9,0,25.704595906591024,1.3896563265032191,0
5.598993781504088,7.775715086831191,4,2,17.87569595565747,3.514299600091213,0
5.265148093538292,6.350041111477347,7,0,14.358858458563475,2.472270787627747,0
11.66084868925315,3.0408114482949435,4,3,25.271993741829093,0.0,0
5.545403349733078,7.351148169851644,8,0,15.303675647042436,1.3441699139072263,0
9.493229267274183,8.621827545231392,6,4,7.334710765800409,2.370794026872124,0
5.555731991529356,7.168020381848702,4,0,20.412305154742178,1.927691169256248,0
4.826867213132299,8.570691206020566,8,0,10.93824813732705,3.529761918989462,0
4.830327071719242,7.583317866378092,2,0,13.557927712067343,2.304017434671333,0
3.070433566537498,6.21359799263562,6,1,38.06086870248315,1.3860543156247032,0
11.8131959780211,7.258893285094889,3,0,20.23142298998666,3.5456134463067928,0
14.158916073504988,8.21901979242488,4,0,21.91893228605014,1.3584903718040406,0
6.824725552868534,4.945496224989743,6,0,21.500931337112746,2.544298154457176,0
4.544956672896969,8.170140404916744,8,0,16.835428561537093,0.08007869025505432,0
5.237979220761901,5.4670671379604245,6,0,18.796187246155256,2.042989186076995,0
9.321424213881198,3.940502089991817,5,1,13.590555121335301,3.0589865612640574,0
10.903478072075613,8.687100582444241,6,0,10.26352819218058,2.6143653339713167,0
8.942741997785822,5.519535494902583,3,0,20.962419445212554,5.147898172459098,0
8.637722091896645,4.140551513939258,5,0,32.0996393200671,1.663257250590954,0
6.52531418294321,1.3697526201883008,5,0,33.55377081025959,1.4330692471564808,0
7.827813904777892,4.968985122373358,4,1,16.542405915064148,2.9825272727920504,0
30.83415399794039,1.2033600196303955,11,5,103.8112117046643,53.543755571533616,1
8.040351093857879,9.872178692364031,6,0,34.78466676850973,3.5981225382119186,0
11.984170666960903,8.528316599863789,2,0,20.968022816066906,3.342788251319768,0
7.1362817693962395,6.871204918750585,4,0,37.8231743595509,1.431059218571006,0
9.406934234445403,9.076772074319265,7,1,27.650291161330223,2.994190868510489,0
31.179904832454287,0.5713395274421085,18,1,2.424529293130852,44.11848509860624,1
7.252784466040878,2.261951376837497,6,1,36.6411352371157,3.1825725433206538,0
6.759183399735067,9.221506344829283,4,1,46.11782350631641,2.7031084225199895,0
7.350430407391479,6.070153971270559,4,1,15.86131807812088,1.6120222382206024,0
9.655892777995483,5.423381470450073,5,0,22.143764594776805,2.254298574692003,0
8.653407019246178,9.55774752940075,2,0,29.124529289106526,1.329265423761961,0
7.849285671652589,8.169245904973481,3,0,33.511083722929214,0.9427641756797502,0
7.059410941482806,6.875727867061383,4,2,0.0,0.0,0
11.935080347817983,6.306272024150779,6,1,13.03196844020442,1.5684897474007578,0
12.461738466007782,6.018254210212868,6,0,25.4667533965586,1.9268610133016242,0
9.478959375543377,7.905748653589782,5,0,25.097012916315684,1.1495368572249631,0
12.395631510444144,8.722195978013346,5,1,8.959459283262518,5.154326106468634,0
4.742524613344443,8.141881987884396,5,0,5.46384453990721,1.7154098089734244,0
8.585230776267807,7.197052049810775,5,0,24.99843229352731,1.4817595199924583,0
6.406357116177205,6.700728111496415,5,0,34.14097783411165,0.9159407964458686,0
6.871097825225012,8.658196880036671,6,0,4.588490543395945,3.74905250937388,0
7.703331040426572,5.010287295064918,7,0,21.939837406103347,3.674335021381643,0
7.047948523272396,7.943739895753351,6,0,30.65849682754421,1.193078696069417,0
2.744513579744843,7.376907192858566,8,0,23.711555105821567,1.3427397898807971,0
13.66306297202057,8.510369947607886,4,1,16.377584771935446,0.48757778735815016,0
11.178696717870192,5.862588586805893,6,1,19.83080513643024,0.07080899057097167,0
9.530373083750224,9.966517769713182,7,1,21.91408478513656,2.371928669262768,0
10.22737674077786,5.593687075488372,3,0,37.23921290097735,3.0358334064711334,0
6.91482849171984,5.710382127213033,3,0,17.89208505695825,0.7397571487253969,0
4.608153995187421,7.816192117139889,4,0,37.07953476052577,1.77579695839683,0
3.2955670597398488,5.599764816369174,5,0,22.176036797020796,0.11208270035413914,0
10.024458476499811,8.439198995249782,7,0,31.81660125287843,0.16174690777123768,0
11.520326829897336,7.618556770253389,4,0,16.285416344710967,1.1489377497402185,0
8.748352837790216,6.3618741604306,4,1,30.930750337269135,1.9265168176872247,0
5.502933280687314,7.415721002134161,5,0,28.616950993696815,3.1413722257412937,0
4.668272463602514,7.4149775957043635,3,2,27.002864414617946,1.699383526218242,0
11.318694676579906,11.836711507144901,3,0,33.50687324689657,4.01406896507787,0
10.661239329338862,6.856587307430063,7,2,43.8124559792107,3.232918315868598,0
8.898943063512045,8.61972396974175,3,1,25.288984983199434,2.240607480603424,0
29.67802412405465,2.04594730433038,11,3,100.61191331532743,69.73027164256116,1
1.3420988817573942,9.544966661697519,5,0,36.14479925870161,2.466804652411011,0
11.954591201702076,7.657126230375031,3,1,23.159328553415612,0.6085326942838729,0
4.76996261758696,6.173122395246979,3,0,9.871760070648321,2.07058024668781,0
0.19058873651810426,7.672645938642562,4,0,14.15309635211569,0.0,0
12.341917098175418,4.178395429818082,3,0,35.84259286802739,1.7102893611448378,0
5.189614295121851,8.046438022353874,5,0,22.95724989278976,0.39421804313882136,0
10.390105781212226,7.230479733944037,4,0,25.21458174227438,0.0,0
12.413510982480826,5.38130663041024,1,0,23.151997010910147,4.560804627172194,0
12.62132371933002,8.799197475958813,3,0,30.04379672660189,0.22069497867229781,0
6.191538032648115,9.692206847724961,10,1,17.30160293984167,3.5025402151628047,0
6.222932133043839,9.98828379453365,8,1,26.29726491498193,1.7259311798640824,0
6.621917301379268,10.728097060823517,3,0,36.08703997068713,2.898436918484237,0
5.045020622548955,5.706943041046971,4,0,19.507577467069872,4.268152565800457,0
9.673430919055587,6.827565803985094,6,0,0.0,0.6213122162353062,0
8.972499057465326,5.349416078338271,3,0,19.38505741770851,2.502026664738623,0
7.181466360979607,6.663720707901666,4,0,35.731672911525976,2.8373551124581127,0
4.268410293826145,4.097547402197684,3,0,24.011625133516898,0.3813939607273973,0
8.5830003900147,7.901540834372532,1,0,27.204107155907014,0.0,0
8.832657540480595,7.321409102556924,3,0,21.467725414957375,3.5416847272486,0
9.554656851336235,2.162449065861159,2,0,29.681317328674865,0.18688303333230927,0
9.994781486905223,4.79734674246058,5,0,26.82715526264822,0.0,0
4.83050878812422,4.067923597102256,6,0,27.19159820521029,1.3917444628441396,0
4.1371841490408165,8.848196257681579,4,0,32.04810017268284,1.9363688722611008,0
9.807420308847089,4.546168647409519,7,0,20.45355819509744,0.0,0
30.08082419286808,1.1821236587550132,14,4,3.0190136357358734,52.855619564920474,1
7.950168973022273,7.800736578925122,1,0,4.209932089370795,3.9939522393195817,0
4.894273032741878,7.046770429317015,2,0,16.12780740945947,0.7165038973659001,0
6.365242739573151,4.6642693854165795,6,1,25.59969479316003,1.4598961220213675,0
1.14266826651515,4.736989397295675,3,1,8.62026267928307,2.934444912606533,0
7.456327480345691,7.860725283012996,6,1,38.29454878910979,1.5060163413395924,0
8.587535765293044,6.097562346112247,4,0,9.966606028576662,1.2794294320782489,0
9.4742883581606,6.6817010569245445,6,0,45.540552751177316,2.4399358081973777,0
11.501362364009893,6.6440275840973095,1,0,32.54106752670343,0.0,0
6.591576842195144,6.374327053896955,4,0,18.3366704817822,0.0,0
7.169560100333238,11.053634232084786,7,0,10.869238728973592,0.7286631819250848,0
9.60924169967403,9.178759672309216,6,0,7.059439767809536,2.813275457416418,0
7.520184410109719,8.540927191374454,1,0,15.76529425925681,0.34259806892869316,0
8.490081064747402,7.384384498917392,9,0,24.675602079266334,1.2690980538334602,0
4.995139970315254,6.961363391456329,4,0,33.56985347833989,2.418513330740697,0
9.879304017361832,5.466260949764177,4,0,25.17020270622947,1.3474762638952134,0
7.846643920953867,9.44095278216215,5,0,17.45995779351353,3.1836851459810998,0
2.3982044222247563,8.933913290689633,5,1,26.01286133088317,0.5500793256649363,0
8.366729013641198,2.7120663367560116,5,1,9.664777576803637,1.4904664812993995,0
11.282538642564425,4.893061931853446,7,0,23.07220402065368,2.1774403315526882,0
4.371569193743584,6.234443196580883,5,0,15.35056373975382,0.493459193502928,0
6.8526428069921295,2.9231069502356544,5,0,15.363102743818557,3.6836379701384994,0
9.005163055736514,5.064687143422957,3,1,51.18728820868654,3.108862290684031,0
8.063011524898277,8.538271558620066,8,0,33.19338030395569,2.465726569292091,0
7.95029477053244,8.527890727430933,1,0,16.386346300409816,2.17048330412961,0
15.739128012962956,6.734791843519006,3,0,24.925242952591315,2.1618258607350134,0
8.122757526187163,5.657384817257828,6,0,9.737357103215864,2.0450956275458627,0
4.621838117266849,4.825043663775264,2,1,13.828403931823539,1.7317607383974887,0
5.752484820190275,8.740120433814967,4,1,16.74359367922866,0.7597254037398189,0
30.125456540715696,1.6489529784788384,18,1,94.80691040952895,49.964155680960694,1
7.781426933476835,9.414851498313297,3,0,17.164451959589385,4.700771169940398,0
11.61745526214813,3.811647349464793,6,0,31.569210323526466,3.7457906666216663,0
12.798412820341369,6.594693474355701,3,0,31.830437968590438,3.5506998410626247,0
5.84254004227274,7.003607012712829,3,1,58.35268189808144,3.4000087849443816,0
30.122183401701967,1.0997776265426704,13,4,83.10054872951898,97.75183396605654,1
9.209823689111515,6.905882918451227,7,0,22.578346354446357,3.1776336511298897,0
6.069350503047614,6.403694947600199,6,0,13.774107240388924,2.7232537735159568,0
7.826276750369274,6.6815965768267205,3,1,39.79516929714154,3.8217212979736987,0
4.755355989156815,5.030732625964089,5,1,51.594402580541825,2.250636268881097,0
12.001657236501718,10.071261957622063,4,0,25.451043495097405,4.713843351960299,0
11.601594975421618,8.777975498367287,4,0,45.68547583922264,6.073653405680625,0
36.02241475761395,1.4555992986644573,3,7,91.90080348513338,51.075778117359505,1
7.92680429829153,5.303266927153818,1,0,14.65593176561503,1.3190643570569003,0
6.2173673828550005,6.244020508029565,3,1,25.5188835783576,1.0035861818184932,0
9.580693770997382,7.061698985513878,5,0,23.525832762856922,0.8257546680149814,0
4.657755925300737,6.551518088903627,2,0,14.707991390832735,3.928305228020488,0
8.797634688956146,5.069908838847641,8,0,42.299307141653784,2.0455592838099808,0
10.862005290479607,5.425927442133402,8,1,6.378592407546563,2.2949979891351555,0
10.43008171551835,8.023111057044009,6,0,32.354473247283934,4.13779333581474,0
10.557300004388672,5.070213399627232,5,0,11.846430575237845,2.8299073069821024,0
10.235015938631843,4.276649939072739,5,0,31.583319793234644,4.584228613162786,0
9.116316417820588,4.822730313881923,6,1,18.837472057733756,1.956383763461028,0
6.238654188139558,9.970433168294235,5,0,12.965249419299553,2.0623651409302126,0
8.764193412140628,3.9808967550600904,4,1,9.172639447259519,1.6870205704653227,0
20.76769422513101,0.5804528636953651,8,3,98.9774360359292,66.81427797451606,1
8.178891109760523,7.997379824271089,8,0,18.781045250411417,4.236067484854919,0
0.40913743176101036,5.331252775409757,5,0,28.135926766222063,1.2444397442049078,0
6.027882338015827,9.47374378703645,3,0,11.937821991108162,2.42711540786825,0
11.623457545681054,1.27843548838856,15,3,3.0046160702602522,34.274429046252465,1
2.2632350737406695,7.755109465675821,8,0,32.01949171739446,0.0,0
5.005818118056761,5.045271765032579,3,0,24.980153758619718,0.0,0
2.8922491872864793,3.2391289118738373,3,0,38.20806533765698,3.019226800989991,0
9.475980460509488,8.173703077569735,5,0,38.98496432803326,4.304226085608413,0
5.424926659456359,7.326669361355077,6,1,21.6653134896185,2.556376338879099,0
1.809790542561636,7.978468027100071,9,1,24.268421770725777,1.5780252939086632,0
8.455273976746222,7.712825167068752,8,0,20.78567751609782,4.1339386105138605,0
7.29623859987456,7.332970545154295,6,0,20.71529911653385,0.923699966000908,0
5.789689592157134,6.893575127454033,3,0,13.924317965357314,1.7306249288752817,0
1.4909677468228937,6.6307780111259005,5,0,20.545838716302274,0.21271378883911662,0
0.0,5.043851474672895,7,0,39.96102641339802,3.269590651299728,0
4.239481962884716,7.2014716162426895,1,0,20.248768390212184,0.0,0
11.303990494668652,8.619692122238854,4,0,26.12446764074033,1.5305300698657973,0
10.10210183636175,8.310156035261052,4,0,11.665587172142995,0.05103976891663642,0
9.353675957955524,10.354479185948914,7,2,11.485035880727184,0.0,0
8.55292719223431,4.584450355151207,4,0,14.225615809694649,2.7604321120688047,0
11.878235868554622,4.830064025039046,4,0,33.33003195480649,1.1265430322398187,0
7.525538466883039,3.6573354647304557,5,0,25.024072179382927,0.0,0
35.48065386725536,1.9099759936982095,9,5,101.34086105502013,41.34870979535704,1
8.252504690557089,7.340969361393828,5,0,31.071282753567033,1.6500360553649118,0
8.105790655915186,2.6759354001451223,7,0,23.74883390028704,2.334121248599394,0
7.606229098723086,7.590390736317672,4,0,14.974449594192848,1.4256552585791873,0
15.091617483858082,7.185486131559105,3,0,11.133220329537982,0.0,0
15.323665167415742,7.401648579348947,8,0,18.486893000871227,4.480878411035897,0
12.907393418407445,3.194747527137116,5,1,25.724026723162478,3.670571086247941,0
3.423031056289716,6.039571131735201,3,0,4.635890483022113,5.246224715270759,0
7.296138290127758,10.258637034883224,6,0,3.29083202277479,3.9518449726906244,0
6.079536629496165,7.664692742944007,4,0,30.574194011240287,0.9174336978643081,0
7.504758304990862,7.579660083741423,5,0,28.602649976270037,0.08987662722461875,0
10.040661081430073,7.297521466671392,3,0,24.002121865730235,1.65958673219476,0
6.156383648926715,6.254448411070494,5,0,17.012328625699574,1.6984745149832765,0
27.36425980133106,2.0520141558701135,11,4,3.4495937267844736,58.34179852239239,1
9.876892800938002,5.79834072180817,4,0,23.734461566406665,1.5369997289879822,0
11.872275272367284,6.0529532368916055,7,0,17.799355058022986,2.992074631660837,0
11.18856107909965,11.555377852061863,2,1,38.54865939883669,1.8831907095449003,0
3.7630888959941258,8.955695129308662,7,2,24.489884318963192,1.9782477757936565,0
10.269465062948296,9.859039317051984,0,1,27.00124063950963,1.475463631629217,0
8.129092919963844,6.437611975605141,6,0,35.17288768243562,0.21584655542486342,0
6.925761661462044,8.3522072765943,6,0,32.67103030817142,0.44826799472317225,0
12.320351646348419,3.9098871851871295,3,0,11.74364090427186,0.2701834823100342,0
10.42571302067035,7.22338826021335,6,0,40.32639467649538,3.2556864968240538,0
1.9776294177649705,7.879685772945656,4,0,0.4717264531202616,4.116596996488487,0
6.762758545350559,10.010391997758079,4,0,27.01848636957862,2.14932203317804,0
3.7790676136880332,10.054264768310262,6,0,8.370322399173617,0.0,0
5.464538124721523,5.159282767386149,4,1,19.59981922867525,2.553535049187464,0
3.536414889528131,8.119623523861522,4,0,9.68096867378434,4.82264018481522,0
8.897877741219476,7.73321249402761,4,0,32.52393381126893,3.0002509481681354,0
7.786639127508992,5.385444459979259,5,0,10.995341352402123,2.439293625571708,0
7.581231115534479,9.756285360995225,9,1,36.174752515841185,2.2666702008378885,0
7.060825908430537,7.020042303481138,4,0,32.24825560585409,3.1936115131993894,0
7.658562384758726,6.008702494241319,3,0,13.658189902002784,2.5594072220406314,0
1.5399712403862669,8.234857261854648,1,0,31.293669026011514,1.8029393148256672,0
3.4585084962654395,7.201607740919548,9,0,47.810574236392156,1.7458165177604572,0
11.567679383767356,6.906750469570662,9,0,26.89766259799169,3.2113295217283624,0
13.974659906614203,7.804395649824703,4,1,13.902779300150772,4.347141010287984,0
6.045198957182549,5.842031560120191,5,0,20.042004686157096,0.9761727930841899,0
5.499205151100781,4.047539039381203,5,0,20.525517154832478,0.44858126735483195,0
2.8225798136282094,7.691240689302892,0,0,15.849935490114099,1.6389505281842214,0
6.56152109780227,10.621044956841986,3,0,21.25500660824681,3.5701465165720814,0
2.8681899366904577,8.085008459329032,4,0,25.97451084081342,1.875158110308274,0
8.416709613735168,1.0658593130343346,10,7,3.0008239434044364,42.158961123948984,1
6.686788032787026,5.292142170857285,7,1,24.8638184025358,2.977614573763008,0
7.788503665822726,7.193509836877601,4,1,16.023750241882954,4.27839847197801,0
3.884978908308602,9.88868682395989,3,0,23.09108315413332,1.926055432784866,0
12.430803278354823,5.34135925127726,8,0,31.221450185106157,0.9316533880072766,0
12.717194630810981,7.00032101481417,2,1,23.887391029382492,0.0,0
5.344253941627333,9.223262948282104,2,0,26.821654163591923,0.18364414687466946,0
9.197952805157392,3.991702938104042,5,1,31.95482084644993,0.7832324755961892,0
7.894710599646217,5.623835746839363,5,0,31.01701989470563,0.0,0
8.959345802427611,7.693054036626001,4,0,11.071872136695555,3.1548641374310997,0
4.776016881701411,7.177645924557577,6,0,20.42708985042559,0.0,0
9.002981163660511,5.218336639738436,6,2,14.853542133056294,1.8208831978234403,0
8.782021297471722,6.32966605354723,4,0,31.07577502841103,2.5653323065674813,0
10.312406659963914,6.023452550606624,8,0,32.515388279762824,2.852018690108117,0
10.172409677943492,7.0677410988704885,7,0,14.91665990365648,0.05255990468502336,0
6.550440613101878,6.941296595768611,5,0,33.559826726148856,3.510073784033284,0
6.703114462678009,5.632279593307127,6,0,28.418932614727872,3.791834479257771,0
10.956349056845655,6.582164085258256,3,0,35.726395492012074,1.9824194995808073,0
10.578763660939405,7.143337107760488,6,1,13.63865367128035,4.8899463299916235,0
7.982135872361812,6.806692180763719,4,0,31.466355462956138,0.0,0
10.08043673574198,8.562350672575198,6,0,5.873891568115322,2.5251188258234873,0
9.558039542723517,8.310467257027522,3,0,34.562491502006395,0.6234930561789047,0
9.762175099418037,5.96065104359273,3,1,25.946198977847676,2.5736586049595873,0
7.585752996015555,5.625291131283413,6,1,8.123491624253692,0.3803186341398257,0
10.489197253637524,5.499954636868566,5,1,8.924190763831124,3.6892814984818525,0
9.14580635669466,9.751193928608417,4,0,13.679768114487366,2.3157938948165016,0
8.378942598449601,4.2270211586175135,6,0,22.15624158657644,3.2225512012898236,0
8.365533392397362,9.18195805523893,3,0,14.479157327652658,2.0776905079444745,0
22.145271760078373,0.0,12,2,89.23753023322838,27.730244598266204,1
9.147299947077606,8.255404789103842,4,1,40.015948984991134,3.5399200845204275,0
3.725755441359629,5.0986186131694895,5,0,35.18455956545013,5.451183110136242,0
4.300696084955435,6.890507208647569,4,0,2.727587924441856,1.893611268668757,0
11.005474561045812,3.149475574825029,3,0,16.498309114679845,0.0,0
5.638477790039011,6.489587731120751,3,1,19.8261254284515,3.460561241534196,0
3.469876364044243,11.666071124222935,7,0,25.975272044949786,3.8944391934955904,0
10.282539962934433,8.813741069220569,6,1,10.657345910386011,2.66703626794215,0
7.0097294248956885,5.160203659107693,4,0,24.045872508861894,0.2684802721975257,0
9.150305094210932,4.380024976536465,5,0,17.093648965542517,0.021546917222970086,0
3.907682018544925,5.080535330334132,9,0,25.942891531717656,1.1822004819587986,0
13.859777412579705,8.29829544214084,5,0,24.06540144258148,3.482458590936056,0
13.147722893398083,5.817301240403444,4,0,48.597304097668726,0.8937649975787558,0
10.901534367316849,7.759220112828961,1,0,17.862297254142394,1.746321281620474,0
7.714665056897702,5.822616601061452,4,0,40.36516864281701,2.65337613149142,0
2.7237815407306574,5.933991836347332,2,0,14.538559992423261,3.957828320702072,0
8.369614420353457,8.406507656191895,2,0,19.9903504186546,4.787897679451923,0
8.714513918418884,5.612607015071192,2,0,38.64817715332212,0.0,0
11.534758542644006,6.214482095166382,2,0,20.31036776904313,1.3135320487447029,0
12.74162205970512,2.046415866245826,3,1,14.74670449231949,3.700339448241328,0
0.7272792191811757,8.14244842047248,5,0,6.9994318822015416,2.104979943944131,0
4.096672200825964,6.851495785013835,0,0,21.928804218247027,0.8388795399666855,0
8.193517918587716,10.894656973808566,4,1,31.746759298801383,1.4110537074543608,0
0.8241313870609286,8.116464213756606,8,0,12.735622353504699,3.1655853475490776,0
7.791403141273192,8.104249169459687,2,0,38.77686887279046,5.063691309550469,0
12.036260138464932,9.380949970386965,4,0,46.150048835658225,2.068704883839091,0
7.960086093864094,5.404355757114441,4,1,31.92853034501919,0.0,0
12.058401604690175,5.474837141005905,7,0,28.710278779035246,0.9272542901714225,0
7.725801327472657,9.573894572232838,3,0,32.4233293352524,0.6245438477243312,0
6.649239836665186,6.9547117397272515,4,0,34.67644457705008,2.124376084626795,0
8.440379035956648,5.596085403409756,7,0,43.869092859122965,2.1410232540703813,0
7.658999932755694,9.369487797413361,4,1,38.98580795918176,0.9894873685749781,0
9.563367285138014,8.376991949123132,3,0,26.140338884444105,0.0,0
10.70119576518519,7.973684137934982,4,0,37.63374815596718,4.863085774138703,0
10.630142559158347,6.0233844265770164,4,0,27.159697097256945,3.953273309731464,0
5.099071570612361,6.802558211088654,0,0,18.929536982737787,1.9561640071161528,0
4.370915771476677,7.450539444030094,10,0,27.93765287584083,4.210171214849893,0
34.95046944174142,2.03213664200872,12,4,95.86423066912154,71.80644416761562,1
7.9463150689749495,11.440643716009763,8,0,18.093216949654245,0.9297730943399387,0
9.311380339193155,5.083841240717279,5,1,26.903201900596176,1.6454211957224378,0
7.890259880369463,3.919134565751407,3,0,17.147307546909083,1.1103026662406397,0
11.275416017223936,4.863951248217645,5,0,16.814025006767253,4.064039019109664,0
5.523038951593573,10.357147928697515,5,0,24.790876504420886,1.433296001250084,0
6.915115671882363,6.239892698799387,6,0,30.65616044378699,1.9777805399621453,0
8.580345724975388,6.482082330464973,4,0,34.11933769111457,0.42724656082820167,0
10.235452592854452,8.598492915034491,3,0,20.517140507059477,2.2624050033121,0
6.520997196023502,11.421379452031529,3,0,23.890144657289188,0.46948595033715024,0
7.895034528509115,9.031255767988942,3,0,23.312566617082883,2.709390705154424,0
12.822036728059977,6.782944314870305,2,0,23.013188844316016,4.208893246079029,0
9.440781504217775,6.378741520326239,4,0,22.64361247175589,0.5822740212821196,0
7.017013560206696,6.0208587059386565,8,0,33.31908899989161,0.9725013135015477,0
5.827092397376999,9.59926257060688,6,0,16.781883519262664,2.517780897610753,0
8.349735536037391,10.23471739489011,4,0,32.067935059306066,2.3215604714748626,0
9.437009430178277,6.317537557953158,4,0,46.28830824727123,1.28674964858337,0
5.852720032667745,9.372831181035217,8,0,25.075313120485376,1.0439879401777201,0
13.42968255583238,0.6146110619559625,19,4,109.95117312571071,50.00798054136624,1
6.429272034780251,7.836430156532394,5,0,31.21760442123109,3.0167429828691814,0
4.756830378775213,4.68279347268103,7,0,6.5510356177531115,2.561504265068795,0
5.467027888450787,7.170091720400364,5,1,25.62834419277586,1.3459325092581078,0
6.786807730448116,6.578930119294016,5,0,24.695284925758408,2.0840582325133115,0
12.478065706878565,5.850796283633218,6,0,15.55176106356236,2.004928601624127,0
11.888189185344189,9.464408474827822,0,0,15.691717905610238,4.20746405457967,0
7.810630960666256,5.183866058480069,3,0,18.404723253652016,2.4529587404176314,0
7.953310733389118,8.126808720896104,7,1,24.186644235582534,0.8041523541444899,0
11.302878904995714,8.376519421544828,9,0,29.302596275824662,1.3963260256330583,0
6.3513285922742595,8.138578646540127,7,0,21.522088709473394,3.2323787625200566,0
15.674597857004757,6.909911763978152,3,1,29.0892734089818,3.7334676840883247,0
4.92683707599713,6.827324283506546,5,0,17.835601041897178,2.7416705849031384,0
6.466352970706445,7.422418798448914,2,1,22.25959750503108,0.5963269917562193,0
5.674865110951281,8.786154869131384,6,0,25.65822679954805,0.0,0
9.184014589468944,3.280673918900403,3,1,19.37409308319375,1.0305676876219534,0
10.142001482276276,4.347475676101686,4,0,0.0,1.3409601741252983,0
11.8591464109866,7.388042009011599,2,0,14.932106521706409,1.7889981823833903,0
10.990576320397423,6.041292114687831,2,0,26.283260840584017,0.4990917381781066,0
12.432590243165786,8.658298070119084,7,0,22.243689003321084,0.10943255953213349,0
7.876255613062391,5.984937312948463,6,0,26.1529455411255,3.41604380710257,0
8.328714740233574,7.249735220390958,2,0,23.675958872232307,1.8157342800623835,0
6.249202020961985,8.883238027102982,2,0,14.283694872044851,0.6478674342544957,0
4.902428289417381,6.0792153346866895,5,0,40.30940716597535,0.8570633056253816,0
8.772119319252049,6.722407198108928,3,0,15.879798211653087,1.880012730658804,0
7.43521599474108,5.60151187154185,2,0,21.491947885435433,1.582216162322145,0
5.282803097412144,5.220310458117717,4,0,22.442562857128458,1.6240865641484077,0
6.99426775439592,7.928934939447119,4,0,17.508414744096914,1.2737568236751102,0
7.411158045836189,5.7528062393347215,3,0,35.632013200515104,4.309224863939864,0
1.0578678019996843,6.409038372198435,6,0,24.77389946332098,0.0,0
